web-scraper-order,web-scraper-start-url,birth-place,native-language,other-languages,age-sex,age-of-english-onset,english-method,english-residence,length-residence,mp3-link,website-tag
"1676618932-602","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2599","birth place: beijing, china (map)","mandarin","other language(s): none","age, sex: 19, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 6 years","/soundtracks/mandarin114.mp3","mandarin114"
"1676618934-603","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2598","birth place: riyadh, saudi arabia (map)","arabic","other language(s): french","age, sex: 25, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/arabic151.mp3","arabic151"
"1676618937-604","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2597","birth place: ahvaz, iran (map)","farsi","other language(s): none","age, sex: 25, female","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 6 years","/soundtracks/farsi29.mp3","farsi29"
"1676618939-605","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2596","birth place: ho chi minh city, vietnam (map)","vietnamese","other language(s): none","age, sex: 59, female","age of english onset: 27","english learning method: academic","english residence: usa","length of english residence: 34 years","/soundtracks/vietnamese27.mp3","vietnamese27"
"1676618941-606","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2595","birth place: mombasa, kenya (map)","luo","other language(s): swahili","age, sex: 47, female","age of english onset: 5","english learning method: academic","english residence: ireland, usa","length of english residence: 12 years","/soundtracks/luo3.mp3","luo3"
"1676618944-607","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2594","birth place: sao paulo, brazil (map)","portuguese","other language(s): none","age, sex: 22, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 10 years","/soundtracks/portuguese60.mp3","portuguese60"
"1676618946-608","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2593","birth place: novosibirsk, russia (map)","russian","other language(s): none","age, sex: 19, female","age of english onset: 5","english learning method: naturalistic","english residence: usa","length of english residence: 17 years","/soundtracks/russian54.mp3","russian54"
"1676618948-609","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2592","birth place: riyadh, saudi arabia (map)","arabic","other language(s): none","age, sex: 25, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/arabic150.mp3","arabic150"
"1676618951-610","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2591","birth place: kaiserslautern, germany (map)","german","other language(s): french","age, sex: 50, female","age of english onset: 5","english learning method: naturalistic","english residence: usa","length of english residence: 34 years","/soundtracks/german38.mp3","german38"
"1676618953-611","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2590","birth place: usulutan, el salvador (map)","spanish","other language(s): none","age, sex: 32, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 23 years","/soundtracks/spanish203.mp3","spanish203"
"1676618956-612","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2589","birth place: khoramshahr, khuzestan, iran (map)","farsi","other language(s): none","age, sex: 50, female","age of english onset: 31","english learning method: academic","english residence: usa","length of english residence: 20 years","/soundtracks/farsi28.mp3","farsi28"
"1676618958-613","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2588","birth place: mexico city, mexico (map)","spanish","other language(s): none","age, sex: 48, female","age of english onset: 17","english learning method: naturalistic","english residence: usa","length of english residence: 31 years","/soundtracks/spanish202.mp3","spanish202"
"1676618960-614","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2587","birth place: bombay, india (map)","marathi","other language(s): hindi","age, sex: 53, female","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 30 years","/soundtracks/marathi8.mp3","marathi8"
"1676618963-615","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2586","birth place: mexico city, mexico (map)","spanish","other language(s): none","age, sex: 25, male","age of english onset: 18","english learning method: naturalistic","english residence: usa","length of english residence: 5.7 years","/soundtracks/spanish201.mp3","spanish201"
"1676618965-616","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2585","birth place: nairobi, kenya (map)","kikuyu","other language(s): swahili","age, sex: 20, male","age of english onset: 4","english learning method: naturalistic","english residence: kenya, canada, usa","length of english residence: 20 years","/soundtracks/kikuyu5.mp3","kikuyu5"
"1676618967-617","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2584","birth place: riyadh, saudi arabia (map)","arabic","other language(s): none","age, sex: 26, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/arabic149.mp3","arabic149"
"1676618970-618","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2583","birth place: addis ababa, ethiopia (map)","amharic","other language(s): none","age, sex: 32, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/amharic23.mp3","amharic23"
"1676618972-619","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2582","birth place: nakuru, kenya (map)","kamba","other language(s): kiswahili kikuyu","age, sex: 43, female","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 17 years","/soundtracks/kamba1.mp3","kamba1"
"1676618974-620","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2581","birth place: batangos, philippines (map)","tagalog","other language(s): none","age, sex: 51, male","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/tagalog24.mp3","tagalog24"
"1676618977-621","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2580","birth place: kaduna, nigeria (map)","hausa","other language(s): fulani yoruba igbo","age, sex: 29, female","age of english onset: 3","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/hausa10.mp3","hausa10"
"1676618979-622","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2579","birth place: bangalore, kerala, india (map)","malayalam","other language(s): hindi arabic","age, sex: 25, male","age of english onset: 11","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/malayalam7.mp3","malayalam7"
"1676618981-623","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2578","birth place: kasaragod, kerala, india (map)","malayalam","other language(s): hindi kannada urdu","age, sex: 27, male","age of english onset: 10","english learning method: naturalistic","english residence:","length of english residence: 0 years","/soundtracks/malayalam6.mp3","malayalam6"
"1676618984-624","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2577","birth place: sibutu, philippines (map)","tagalog","other language(s): malay","age, sex: 36, female","age of english onset: 7","english learning method: academic","english residence: malaysia","length of english residence: 2 years","/soundtracks/tagalog23.mp3","tagalog23"
"1676618986-625","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2576","birth place: seoul, south korea (map)","korean","other language(s): none","age, sex: 18, male","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/korean89.mp3","korean89"
"1676618989-626","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2575","birth place: mombasa, kenya (map)","kiswahili","other language(s): none","age, sex: 58, male","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 28 years","/soundtracks/kiswahili11.mp3","kiswahili11"
"1676618991-627","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2574","birth place: hamburg, germany (map)","german","other language(s): french danish","age, sex: 19, female","age of english onset: 8","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/german37.mp3","german37"
"1676618994-628","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2573","birth place: sao paulo, brazil (map)","portuguese","other language(s): none","age, sex: 43, male","age of english onset: 16","english learning method: naturalistic","english residence: usa","length of english residence: 5 years","/soundtracks/portuguese59.mp3","portuguese59"
"1676618996-629","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2572","birth place: bishkek, kyrgystan (map)","kyrgyz","other language(s): russian turkish kazakh","age, sex: 29, female","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/kyrgyz3.mp3","kyrgyz3"
"1676618998-630","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2571","birth place: coimbatore, tamil nadu, india (map)","tamil","other language(s): telugu hindi","age, sex: 28, female","age of english onset: 3","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/tamil13.mp3","tamil13"
"1676619001-631","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2570","birth place: melbourne, australia (map)","english","other language(s): arabic","age, sex: 24, male","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 24 years","/soundtracks/english613.mp3","english613"
"1676619003-632","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2569","birth place: hanoi, vietnam (map)","vietnamese","other language(s): none","age, sex: 19, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 0.8 years","/soundtracks/vietnamese26.mp3","vietnamese26"
"1676619006-633","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2568","birth place: abu dhabi, united arab emirates (map)","somali","other language(s): arabic urdu","age, sex: 37, female","age of english onset: 3","english learning method: academic","english residence: usa","length of english residence: 6 years","/soundtracks/somali7.mp3","somali7"
"1676619008-634","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2567","birth place: komaki, japan (map)","japanese","other language(s): none","age, sex: 19, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 0.7 years","/soundtracks/japanese34.mp3","japanese34"
"1676619011-635","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2566","birth place: hohhot, inner mongolia, china (map)","mandarin","other language(s): none","age, sex: 29, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 0.8 years","/soundtracks/mandarin113.mp3","mandarin113"
"1676619013-636","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2565","birth place: guangzhou, guangdong, china (map)","cantonese","other language(s): none","age, sex: 21, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/cantonese31.mp3","cantonese31"
"1676619015-637","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2564","birth place: tianjin, china (map)","mandarin","other language(s): none","age, sex: 26, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 0.8 years","/soundtracks/mandarin112.mp3","mandarin112"
"1676619018-638","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2563","birth place: malang, east java, indonesisa (map)","javanese","other language(s): korean","age, sex: 29, male","age of english onset: 7","english learning method: academic","english residence: australia","length of english residence: 1.6 years","/soundtracks/javanese1.mp3","javanese1"
"1676619020-639","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2562","birth place: beijing, china (map)","mandarin","other language(s): none","age, sex: 23, female","age of english onset: 6","english learning method: academic","english residence: australia","length of english residence: 0.2 years","/soundtracks/mandarin111.mp3","mandarin111"
"1676619022-640","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2561","birth place: kupang, indonesia (map)","indonesian","other language(s): hawu","age, sex: 28, male","age of english onset: 9","english learning method: naturalistic","english residence: australia","length of english residence: 0.9 years","/soundtracks/indonesian12.mp3","indonesian12"
"1676619025-641","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2560","birth place: panjin, liaoning, china (map)","mandarin","other language(s): french german ancient greek latin","age, sex: 24, female","age of english onset: 7","english learning method: academic","english residence: australia","length of english residence: 2 years","/soundtracks/mandarin110.mp3","mandarin110"
"1676619027-642","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2559","birth place: xi'an, shanxi, china (map)","mandarin","other language(s): french","age, sex: 23, female","age of english onset: 4","english learning method: academic","english residence: australia","length of english residence: 0.5 years","/soundtracks/mandarin109.mp3","mandarin109"
"1676619030-643","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2558","birth place: bombay, india (map)","gujarati","other language(s): hindi","age, sex: 20, female","age of english onset: 3","english learning method: academic","english residence: singapore","length of english residence: 20 years","/soundtracks/gujarati16.mp3","gujarati16"
"1676619032-644","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2557","birth place: nanning, guangxi, china (map)","mandarin","other language(s): cantonese","age, sex: 26, female","age of english onset: 14","english learning method: academic","english residence: australia","length of english residence: 5 years","/soundtracks/mandarin108.mp3","mandarin108"
"1676619034-645","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2556","birth place: guangzhou, china (map)","cantonese","other language(s): korean","age, sex: 25, female","age of english onset: 6","english learning method: academic","english residence: australia","length of english residence: 1.5 years","/soundtracks/cantonese30.mp3","cantonese30"
"1676619037-646","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2555","birth place: ako, japan (map)","japanese","other language(s): none","age, sex: 30, female","age of english onset: 12","english learning method: academic","english residence: australia","length of english residence: 10 years","/soundtracks/japanese33.mp3","japanese33"
"1676619039-647","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2554","birth place: taiyuan, shanxi, china (map)","mandarin","other language(s): cantonese korean japanese","age, sex: 26, female","age of english onset: 8","english learning method: academic","english residence: australia","length of english residence: 1 years","/soundtracks/mandarin107.mp3","mandarin107"
"1676619042-648","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2553","birth place: koronadal, philippines (map)","hiligaynon","other language(s): cebuano tagalog","age, sex: 26, female","age of english onset: 5","english learning method: academic","english residence: us, australia","length of english residence: 1.3 years","/soundtracks/hiligaynon2.mp3","hiligaynon2"
"1676619044-649","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2552","birth place: ambon, indonesia (map)","indonesian","other language(s): japanese malay","age, sex: 26, male","age of english onset: 9","english learning method: naturalistic","english residence: australia","length of english residence: 1.2 years","/soundtracks/indonesian11.mp3","indonesian11"
"1676619046-650","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2551","birth place: banda aceh, indonesia (map)","indonesian","other language(s): arabic aceh","age, sex: 25, female","age of english onset: 12","english learning method: academic","english residence: australia","length of english residence: 0.8 years","/soundtracks/indonesian10.mp3","indonesian10"
"1676619049-651","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2550","birth place: taif, saudi arabia (map)","arabic","other language(s): none","age, sex: 18, female","age of english onset: 12","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/arabic148.mp3","arabic148"
"1676619051-652","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2549","birth place: kingston, jamaica (map)","jamaican creole english","other language(s): none","age, sex: 37, male","age of english onset: 3","english learning method: naturalistic","english residence: jamaica, usa","length of english residence: 37 years","/soundtracks/jamaican_creole_english4.mp3","jamaican creole english4"
"1676619054-653","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2548","birth place: chiang mai, thailand (map)","thai","other language(s): mandarin japanese arabic","age, sex: 25, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/thai20.mp3","thai20"
"1676619056-654","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2547","birth place: tokyo, japan (map)","japanese","other language(s): none","age, sex: 27, male","age of english onset: 18","english learning method: academic","english residence: canada","length of english residence: 4 years","/soundtracks/japanese32.mp3","japanese32"
"1676619058-655","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2546","birth place: st. petersburg, russia (map)","russian","other language(s): italian","age, sex: 32, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/russian53.mp3","russian53"
"1676619061-656","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2545","birth place: mae suai, chiang rai, thailand (map)","thai","other language(s): none","age, sex: 26, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/thai19.mp3","thai19"
"1676619063-657","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2544","birth place: baha, saudi arabia (map)","arabic","other language(s): none","age, sex: 56, female","age of english onset: 16","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/arabic147.mp3","arabic147"
"1676619066-658","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2543","birth place: turpan, xin jiang, china (map)","uyghur","other language(s): mandarin","age, sex: 26, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/uyghur5.mp3","uyghur5"
"1676619068-659","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2542","birth place: xi'an, shanxi, china (map)","mandarin","other language(s): none","age, sex: 25, female","age of english onset: 2","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/mandarin106.mp3","mandarin106"
"1676619070-660","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2541","birth place: chiangrai, thailand (map)","thai","other language(s): mandarin","age, sex: 25, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 0.8 years","/soundtracks/thai18.mp3","thai18"
"1676619073-661","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2540","birth place: tongliao, inner mongolia, china (map)","mandarin","other language(s): cantonese korean","age, sex: 26, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/mandarin105.mp3","mandarin105"
"1676619075-662","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2539","birth place: beijing, china (map)","mandarin","other language(s): none","age, sex: 29, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/mandarin104.mp3","mandarin104"
"1676619078-663","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2538","birth place: le shan, sichuan, china (map)","mandarin","other language(s): french","age, sex: 27, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/mandarin103.mp3","mandarin103"
"1676619080-664","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2537","birth place: rennes, france (map)","french","other language(s): spanish","age, sex: 18, female","age of english onset: 8","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/french69.mp3","french69"
"1676619082-665","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2536","birth place: bordeaux, france (map)","french","other language(s): none","age, sex: 18, female","age of english onset: 8","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/french68.mp3","french68"
"1676619085-666","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2535","birth place: barcelona, spain (map)","catalan","other language(s): spanish french","age, sex: 20, female","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/catalan5.mp3","catalan5"
"1676619087-667","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2534","birth place: seoul, south korea (map)","korean","other language(s): none","age, sex: 24, female","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/korean88.mp3","korean88"
"1676619090-668","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2533","birth place: middlesbrough, england, uk (map)","english","other language(s): none","age, sex: 20, male","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 20 years","/soundtracks/english612.mp3","english612"
"1676619092-669","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2532","birth place: huanggang, hubei, china (map)","mandarin","other language(s): japanese","age, sex: 27, female","age of english onset: 10","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/mandarin102.mp3","mandarin102"
"1676619094-670","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2531","birth place: jiujiang, jiangxi, china (map)","mandarin","other language(s): japanese","age, sex: 23, female","age of english onset: 10","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/mandarin101.mp3","mandarin101"
"1676619097-671","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2530","birth place: wuhan, hubei, china (map)","mandarin","other language(s): none","age, sex: 25, female","age of english onset: 13","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/mandarin100.mp3","mandarin100"
"1676619099-672","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2529","birth place: nanchang, jiangxi, china (map)","mandarin","other language(s): none","age, sex: 26, female","age of english onset: 9","english learning method: academic","english residence: uk","length of english residence: 1 years","/soundtracks/mandarin99.mp3","mandarin99"
"1676619102-673","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2528","birth place: wolin, poland (map)","polish","other language(s): russian","age, sex: 54, male","age of english onset: 15","english learning method: academic","english residence: uk","length of english residence: 1 years","/soundtracks/polish39.mp3","polish39"
"1676619104-674","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2527","birth place: capetown, south africa (map)","afrikaans","other language(s): german korean","age, sex: 29, male","age of english onset: 5","english learning method: naturalistic","english residence: south africa","length of english residence: 23 years","/soundtracks/afrikaans6.mp3","afrikaans6"
"1676619106-675","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2526","birth place: quezon city, philippines (map)","tagalog","other language(s): none","age, sex: 21, female","age of english onset: 3","english learning method: naturalistic","english residence: philippines","length of english residence: 21 years","/soundtracks/tagalog22.mp3","tagalog22"
"1676619109-676","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2525","birth place: gdansk, poland (map)","polish","other language(s): german spanish","age, sex: 22, female","age of english onset: 5","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/polish38.mp3","polish38"
"1676619111-677","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2524","birth place: nanchang, jiangxi, china (map)","mandarin","other language(s): none","age, sex: 25, female","age of english onset: 11","english learning method: academic","english residence: australia","length of english residence: 1.5 years","/soundtracks/mandarin98.mp3","mandarin98"
"1676619114-678","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2523","birth place: jiujiang, jiangxi, china (map)","mandarin","other language(s): none","age, sex: 28, female","age of english onset: 11","english learning method: academic","english residence: hong kong","length of english residence: 1.5 years","/soundtracks/mandarin97.mp3","mandarin97"
"1676619116-679","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2522","birth place: eforie nord, romania (map)","romanian","other language(s): none","age, sex: 22, male","age of english onset: 5","english learning method: naturalistic","english residence:","length of english residence: 0 years","/soundtracks/romanian23.mp3","romanian23"
"1676619118-680","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2521","birth place: bogota, colombia (map)","spanish","other language(s): none","age, sex: 30, female","age of english onset: 17","english learning method: academic","english residence: usa","length of english residence: 12 years","/soundtracks/spanish200.mp3","spanish200"
"1676619121-681","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2520","birth place: seoul, south korea (map)","korean","other language(s): none","age, sex: 20, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 0.4 years","/soundtracks/korean87.mp3","korean87"
"1676619123-682","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2519","birth place: seoul, south korea (map)","korean","other language(s): mandarin","age, sex: 21, female","age of english onset: 6","english learning method: academic","english residence: singapore, usa","length of english residence: 2.5 years","/soundtracks/korean86.mp3","korean86"
"1676619126-683","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2518","birth place: seoul, south korea (map)","korean","other language(s): mandarin","age, sex: 20, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/korean85.mp3","korean85"
"1676619128-684","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2517","birth place: inchon, south korea (map)","korean","other language(s): none","age, sex: 21, male","age of english onset: 16","english learning method: academic","english residence: new zealand","length of english residence: 4 years","/soundtracks/korean84.mp3","korean84"
"1676619130-685","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2516","birth place: pusan, south korea (map)","korean","other language(s): japanese","age, sex: 31, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 10 years","/soundtracks/korean83.mp3","korean83"
"1676619133-686","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2515","birth place: pusan, south korea (map)","korean","other language(s): spanish","age, sex: 29, female","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 8.5 years","/soundtracks/korean82.mp3","korean82"
"1676619135-687","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2514","birth place: warsaw, poland (map)","polish","other language(s): none","age, sex: 26, male","age of english onset: 4","english learning method: academic","english residence: uk, australia","length of english residence: 2 years","/soundtracks/polish37.mp3","polish37"
"1676619137-688","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2513","birth place: sao paulo, brazil (map)","portuguese","other language(s): spanish german french","age, sex: 21, male","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/portuguese58.mp3","portuguese58"
"1676619140-689","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2512","birth place: hyderabad, india (map)","telugu","other language(s): hindi urdu spanish","age, sex: 26, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/telugu11.mp3","telugu11"
"1676619142-690","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2511","birth place: shanghai, china (map)","wu","other language(s): mandarin spanish","age, sex: 19, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/wu3.mp3","wu3"
"1676619144-691","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2510","birth place: tarnaveni, romania (map)","romanian","other language(s): italian spanish french","age, sex: 37, female","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 13 years","/soundtracks/romanian22.mp3","romanian22"
"1676619147-692","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2509","birth place: tehran, iran (map)","farsi","other language(s): german arabic french","age, sex: 41, male","age of english onset: 20","english learning method: academic","english residence: usa","length of english residence: 6 years","/soundtracks/farsi27.mp3","farsi27"
"1676619149-693","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2508","birth place: amman, jordan (map)","arabic","other language(s): none","age, sex: 27, male","age of english onset: 17","english learning method: academic","english residence: usa","length of english residence: 9 years","/soundtracks/arabic146.mp3","arabic146"
"1676619152-694","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2507","birth place: san juan, puerto rico (map)","spanish","other language(s): portuguese french","age, sex: 18, male","age of english onset: 2","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/spanish199.mp3","spanish199"
"1676619154-695","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2506","birth place: islamabad, pakistan (map)","urdu","other language(s): arabic chinese punjabi pashto saraiki","age, sex: 22, male","age of english onset: 3","english learning method: academic","english residence: uk","length of english residence: 10 years","/soundtracks/urdu24.mp3","urdu24"
"1676619156-696","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2505","birth place: jeonju, south korea (map)","korean","other language(s): burmese","age, sex: 44, male","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 10 years","/soundtracks/korean81.mp3","korean81"
"1676619159-697","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2504","birth place: bulawyo, zimbabwe (map)","ndebele","other language(s): french","age, sex: 24, female","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/ndebele1.mp3","ndebele1"
"1676619161-698","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2503","birth place: lisbon, portugal (map)","portuguese","other language(s): spanish","age, sex: 22, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 11 years","/soundtracks/portuguese57.mp3","portuguese57"
"1676619164-699","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2502","birth place: balikesir, turkey (map)","turkish","other language(s): french","age, sex: 32, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/turkish38.mp3","turkish38"
"1676619166-700","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2501","birth place: sao jose do rio preto, brazil (map)","portuguese","other language(s): spanish","age, sex: 23, female","age of english onset: 12","english learning method: naturalistic","english residence: usa","length of english residence: 9 years","/soundtracks/portuguese56.mp3","portuguese56"
"1676619168-701","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2500","birth place: port-au-prince, haiti (map)","haitian creole french","other language(s): spanish","age, sex: 33, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 23 years","/soundtracks/haitiancreolefrench7.mp3","haitian creole french7"
