web-scraper-order,web-scraper-start-url,birth-place,native-language,other-languages,age-sex,age-of-english-onset,english-method,english-residence,length-residence,mp3-link,website-tag
"1676617763-119","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3082","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617765-120","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3081","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617767-121","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3080","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617770-122","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3079","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617772-123","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3078","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617775-124","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3077","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617777-125","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3076","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617779-126","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3075","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617782-127","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3074","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617784-128","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3073","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617787-129","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3072","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617789-130","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3071","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617791-131","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3070","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617794-132","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3069","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617796-133","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3068","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617799-134","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3067","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617801-135","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3066","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617803-136","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3065","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617806-137","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3064","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617808-138","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3063","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617811-139","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3062","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617813-140","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3061","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617815-141","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3060","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617818-142","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3059","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617820-143","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3058","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617822-144","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3057","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617825-145","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3056","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617827-146","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3055","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617830-147","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3054","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617832-148","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3053","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617834-149","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3052","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617837-150","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3051","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617839-151","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3050","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617842-152","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3049","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617844-153","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3048","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617846-154","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3047","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617849-155","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3046","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617851-156","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3045","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617853-157","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3044","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617856-158","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3043","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617858-159","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3042","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617861-160","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3041","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617863-161","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3040","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617865-162","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3039","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617868-163","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3038","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617870-164","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3037","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617877-165","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3036","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617879-166","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3035","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617881-167","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3034","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617884-168","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3033","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617886-169","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3032","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617889-170","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3031","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617891-171","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3030","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617894-172","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3029","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617896-173","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3028","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617898-174","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3027","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617901-175","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3026","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617903-176","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3025","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617906-177","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3024","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617908-178","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3023","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617910-179","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3022","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617913-180","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3021","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617915-181","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3020","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617918-182","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3019","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617920-183","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3018","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617922-184","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3017","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617925-185","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3016","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617927-186","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3015","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617930-187","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3014","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617932-188","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3013","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617934-189","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3012","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617937-190","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3011","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617939-191","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3010","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617941-192","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3009","birth place:","","other language(s): none","age, sex: ,","age of english onset:","english learning method:","english residence:","length of english residence:  years","/soundtracks/",""
"1676617944-193","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3008","birth place: new york, new york, usa (map)","english","other language(s): cantonese","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english652.mp3","english652"
"1676617946-194","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3007","birth place: brooklyn, New York (map)","english","other language(s): german ancient greek latin yiddish","age, sex: 87, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 87 years","/soundtracks/english651.mp3","english651"
"1676617949-195","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3006","birth place: kaohsiung, taiwan (map)","mandarin","other language(s): taiwanese","age, sex: 37, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/mandarin156.mp3","mandarin156"
"1676617951-196","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3005","birth place: baoding, hebei, china (map)","mandarin","other language(s): none","age, sex: 51, female","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 23 years","/soundtracks/mandarin155.mp3","mandarin155"
"1676617953-197","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3004","birth place: kyoto, japan (map)","japanese","other language(s): none","age, sex: 57, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 20 years","/soundtracks/japanese45.mp3","japanese45"
"1676617956-198","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3003","birth place: mannheim, germany (map)","german","other language(s): french","age, sex: 21, female","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 7 years","/soundtracks/german45.mp3","german45"
"1676617958-199","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3002","birth place: julfa, azerbaijan (map)","azerbaijani","other language(s): none","age, sex: 21, male","age of english onset: 16","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/azerbaijani6.mp3","azerbaijani6"
"1676617961-200","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3001","birth place: vishakhapatnam, andhra pradesh, india (map)","telugu","other language(s): none","age, sex: 22, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/telugu15.mp3","telugu15"
"1676617963-201","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3000","birth place: osaka, japan (map)","japanese","other language(s): none","age, sex: 40, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/japanese44.mp3","japanese44"
"1676617965-202","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2999","birth place: kayseri, turkey (map)","turkish","other language(s): german azerbaijani","age, sex: 20, male","age of english onset: 4","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/turkish42.mp3","turkish42"
"1676617968-203","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2998","birth place: rio claro, sao paulo, brazil (map)","portuguese","other language(s): spanish","age, sex: 50, female","age of english onset: 42","english learning method: naturalistic","english residence: usa","length of english residence: 7 years","/soundtracks/portuguese69.mp3","portuguese69"
"1676617970-204","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2997","birth place: rawalpindi, pakistan (map)","urdu","other language(s): hindi punjabi arabic pahary","age, sex: 55, female","age of english onset: 12","english learning method: academic","english residence: canada, usa","length of english residence: 23 years","/soundtracks/urdu29.mp3","urdu29"
"1676617973-205","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2996","birth place: san salvador, el salvador (map)","spanish","other language(s): none","age, sex: 29, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 13 years","/soundtracks/spanish235.mp3","spanish235"
"1676617975-206","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2995","birth place: phitsanulok, thailand (map)","thai","other language(s): none","age, sex: 38, female","age of english onset: 7","english learning method: academic","english residence: usa","length of english residence: 14 years","/soundtracks/thai23.mp3","thai23"
"1676617977-207","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2994","birth place: vicenza, italy (map)","italian","other language(s): french","age, sex: 46, female","age of english onset: 11","english learning method: academic","english residence: uk","length of english residence: 0.1 years","/soundtracks/italian34.mp3","italian34"
"1676617980-208","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2993","birth place: ahvaz, iran (map)","farsi","other language(s): korean","age, sex: 27, female","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 9 years","/soundtracks/farsi39.mp3","farsi39"
"1676617982-209","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2992","birth place: tehran, iran (map)","farsi","other language(s): none","age, sex: 48, female","age of english onset: 19","english learning method: academic","english residence: usa","length of english residence: 22 years","/soundtracks/farsi38.mp3","farsi38"
"1676617985-210","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2991","birth place: ho chi minh city, vietnam (map)","vietnamese","other language(s): none","age, sex: 26, male","age of english onset: 19","english learning method: academic","english residence: usa","length of english residence: 7 years","/soundtracks/vietnamese40.mp3","vietnamese40"
"1676617987-211","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2990","birth place: taipei, taiwan (map)","mandarin","other language(s): none","age, sex: 22, female","age of english onset: 4","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/mandarin154.mp3","mandarin154"
"1676617990-212","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2989","birth place: ghent, belgium (map)","dutch","other language(s): none","age, sex: 28, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/dutch54.mp3","dutch54"
"1676617992-213","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2988","birth place: maracaibo, venezuela (map)","spanish","other language(s): none","age, sex: 51, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 34 years","/soundtracks/spanish234.mp3","spanish234"
"1676617994-214","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2987","birth place: an giang, vietnam (map)","vietnamese","other language(s): none","age, sex: 18, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 8.4 years","/soundtracks/vietnamese39.mp3","vietnamese39"
"1676617997-215","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2986","birth place: zurich, switzerland (map)","swiss german","other language(s): german french","age, sex: 31, female","age of english onset: 6","english learning method: academic","english residence: usa, south africa","length of english residence: 1 years","/soundtracks/swissgerman9.mp3","swiss german9"
"1676617999-216","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2985","birth place: ibadan, oyo, nigeria (map)","yoruba","other language(s): none","age, sex: 21, male","age of english onset: 2","english learning method: academic","english residence: nigeria, usa","length of english residence: 21 years","/soundtracks/yoruba8.mp3","yoruba8"
"1676618002-217","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2984","birth place: bordeaux, france (map)","french","other language(s): spanish arabic","age, sex: 22, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/french85.mp3","french85"
"1676618004-218","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2983","birth place: munich, germany (map)","german","other language(s): none","age, sex: 22, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/german44.mp3","german44"
"1676618006-219","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2982","birth place: delft, netherlands (map)","dutch","other language(s): german french spanish","age, sex: 58, female","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 35 years","/soundtracks/dutch53.mp3","dutch53"
"1676618009-220","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2981","birth place: jerusalem, israel (map)","arabic","other language(s): spanish","age, sex: 48, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 24 years","/soundtracks/arabic200.mp3","arabic200"
"1676618011-221","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2980","birth place: ho chi minh city, vietnam (map)","vietnamese","other language(s): none","age, sex: 31, male","age of english onset: 7","english learning method: naturalistic","english residence: usa","length of english residence: 24 years","/soundtracks/vietnamese38.mp3","vietnamese38"
"1676618013-222","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2979","birth place: mesa, arizona, usa (map)","english","other language(s): none","age, sex: 75, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 75 years","/soundtracks/english650.mp3","english650"
"1676618018-223","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2978","birth place: johor bahru, johor, malaysia (map)","malay","other language(s): arabic","age, sex: 38, male","age of english onset: 6","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/malay6.mp3","malay6"
"1676618020-224","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2977","birth place: marseille, france (map)","french","other language(s): arabic","age, sex: 52, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/french84.mp3","french84"
"1676618023-225","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2976","birth place: buenos aires, argentina (map)","spanish","other language(s): korean","age, sex: 19, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 6 years","/soundtracks/spanish233.mp3","spanish233"
"1676618025-226","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2975","birth place: bingerbruk, germany (map)","german","other language(s): french","age, sex: 71, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 53 years","/soundtracks/german43.mp3","german43"
"1676618027-227","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2974","birth place: kenitra, morocco (map)","arabic","other language(s): french","age, sex: 26, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/arabic199.mp3","arabic199"
